EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,BusinessTravel,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,DistanceFromHome,Attrition
EMP0524,41,Female,Sales,Sales Executive,Bachelor,Marketing,Single,Travel_Frequently,8081,18,9,4,1,13,6,No,1,3,4,1,2,3,2,No
EMP0525,43,Male,Sales,Sales Representative,Bachelor,Technical Degree,Married,Travel_Rarely,4018,24,9,1,0,14,1,Yes,1,4,2,3,1,3,2,Yes
EMP0526,38,Male,Sales,Sales Representative,Bachelor,Medical,Single,Travel_Rarely,4062,20,5,4,5,10,6,No,4,3,1,4,1,3,26,Yes
EMP0527,45,Female,IT,Software Engineer,Bachelor,Marketing,Divorced,Travel_Rarely,11417,24,20,10,0,21,0,Yes,2,2,1,4,3,3,27,Yes
EMP0528,23,Male,Marketing,Content Specialist,Master,Medical,Single,Travel_Rarely,4352,20,0,0,0,1,4,No,3,1,3,2,1,3,23,No
EMP0529,50,Female,IT,Software Engineer,Doctor,Other,Married,Travel_Rarely,7469,22,6,4,4,10,2,No,2,4,2,3,1,4,3,No
EMP0530,35,Male,Sales,Sales Representative,Bachelor,Medical,Married,Travel_Rarely,4800,23,9,0,5,13,3,No,3,1,3,2,2,3,25,No
EMP0531,24,Male,Marketing,Marketing Executive,Doctor,Technical Degree,Married,Travel_Rarely,4152,11,1,1,1,8,7,No,2,4,1,3,2,3,15,No
EMP0532,32,Male,IT,Software Engineer,Master,Technical Degree,Married,Travel_Rarely,8535,24,10,5,0,15,4,Yes,2,2,1,1,2,3,29,Yes
EMP0533,26,Female,Research & Development,Manager,Master,Marketing,Single,Travel_Rarely,12210,16,4,1,3,11,5,No,4,4,4,4,3,4,8,No
EMP0534,52,Female,Research & Development,Manager,Bachelor,Other,Single,Travel_Rarely,15569,24,24,20,15,30,0,No,3,3,1,1,3,4,17,No
EMP0535,30,Female,Sales,Sales Executive,Bachelor,Human Resources,Married,Travel_Rarely,7629,21,6,0,3,12,6,Yes,3,4,3,4,2,4,18,No
EMP0536,57,Female,Human Resources,Recruiter,Bachelor,Human Resources,Married,Travel_Rarely,7023,12,16,4,11,16,3,Yes,4,1,4,1,3,3,1,Yes
EMP0537,56,Male,Marketing,Marketing Executive,Bachelor,Other,Single,Non-Travel,4155,12,3,0,1,3,7,Yes,2,1,4,1,2,3,10,No
EMP0538,33,Male,IT,Data Analyst,Bachelor,Life Sciences,Married,Travel_Rarely,7842,23,8,2,3,9,6,No,2,1,2,2,4,4,28,No
EMP0539,43,Female,Sales,Sales Representative,Bachelor,Marketing,Single,Non-Travel,7159,13,20,3,13,24,0,Yes,3,2,2,4,2,4,22,Yes
EMP0540,28,Female,Research & Development,Manager,Bachelor,Human Resources,Single,Travel_Rarely,12221,15,5,5,4,10,1,No,1,1,1,4,1,3,18,No
EMP0541,53,Male,Finance,Financial Analyst,Master,Human Resources,Divorced,Travel_Frequently,7941,21,21,1,12,27,6,No,1,4,2,2,1,4,16,No
EMP0542,33,Male,Research & Development,Research Scientist,Bachelor,Medical,Divorced,Travel_Rarely,8042,23,7,1,2,10,1,No,2,1,1,2,4,4,25,Yes
EMP0543,41,Female,Sales,Sales Representative,Master,Human Resources,Married,Travel_Rarely,5688,12,16,15,5,23,7,No,2,2,4,1,4,3,28,Yes
EMP0544,52,Female,Finance,Accountant,Doctor,Human Resources,Single,Travel_Frequently,6447,17,3,3,0,3,4,No,4,3,3,3,2,3,24,No
EMP0545,25,Female,Sales,Sales Executive,Master,Technical Degree,Divorced,Travel_Rarely,5816,20,1,1,1,2,2,No,3,3,2,4,2,3,6,No
EMP0546,49,Male,IT,IT Manager,Bachelor,Human Resources,Married,Travel_Rarely,13091,15,20,12,17,26,2,Yes,2,3,2,3,3,4,4,Yes
EMP0547,49,Female,Human Resources,Recruiter,College,Life Sciences,Single,Travel_Rarely,6548,24,21,6,16,23,0,No,3,4,4,2,3,3,5,No
EMP0548,53,Female,Sales,Sales Manager,Bachelor,Medical,Married,Non-Travel,10868,24,3,1,0,10,5,No,1,2,1,3,4,3,24,No
EMP0549,51,Male,Sales,Sales Executive,Bachelor,Marketing,Divorced,Travel_Frequently,8034,17,9,9,7,15,0,No,2,3,3,4,1,3,26,Yes
EMP0550,26,Male,Research & Development,Research Director,Bachelor,Technical Degree,Married,Travel_Frequently,12901,16,0,0,0,3,4,No,1,1,4,1,3,3,20,Yes
EMP0551,41,Male,Finance,Finance Manager,Master,Other,Divorced,Travel_Rarely,10112,12,3,1,1,7,2,No,3,1,1,1,2,3,15,Yes
EMP0552,27,Female,IT,Software Engineer,Master,Other,Married,Travel_Rarely,7804,12,5,3,5,7,1,Yes,3,3,3,3,1,4,20,Yes
EMP0553,37,Male,IT,Software Engineer,Master,Human Resources,Married,Travel_Rarely,8255,21,7,6,3,14,3,No,2,4,1,3,2,3,22,Yes
EMP0554,56,Female,Research & Development,Research Director,Doctor,Technical Degree,Single,Travel_Rarely,11657,24,2,1,0,7,6,No,3,3,3,1,2,3,22,No
EMP0555,34,Male,Finance,Finance Manager,Master,Medical,Single,Travel_Frequently,12197,17,7,1,5,14,4,Yes,2,4,4,1,3,3,12,Yes
EMP0556,35,Male,Research & Development,Manager,Bachelor,Marketing,Divorced,Travel_Frequently,14741,15,11,1,10,18,3,No,2,3,3,1,2,3,29,No
EMP0557,43,Male,Finance,Finance Manager,Master,Marketing,Married,Travel_Rarely,13657,19,16,14,0,17,2,No,2,4,3,1,1,3,16,No
EMP0558,38,Female,Research & Development,Manager,Bachelor,Marketing,Married,Travel_Frequently,10755,14,6,5,6,9,2,No,4,3,1,1,1,3,19,Yes
EMP0559,56,Female,Sales,Sales Representative,Master,Other,Divorced,Travel_Rarely,4107,18,7,3,2,8,5,No,3,4,3,3,4,3,29,No
EMP0560,50,Male,Research & Development,Research Scientist,Bachelor,Human Resources,Married,Travel_Rarely,8784,23,17,14,9,19,2,No,4,2,1,1,2,4,6,Yes
EMP0561,39,Female,Marketing,Content Specialist,College,Life Sciences,Single,Travel_Rarely,3743,20,0,0,0,0,0,No,1,3,4,3,4,4,24,Yes
EMP0562,55,Male,Sales,Sales Representative,Doctor,Human Resources,Married,Travel_Rarely,5096,17,8,1,6,15,5,No,3,1,4,1,3,3,28,No
EMP0563,26,Female,Finance,Finance Manager,Master,Human Resources,Divorced,Travel_Rarely,9268,14,1,0,0,3,5,No,1,2,1,1,2,3,23,Yes
EMP0564,44,Female,Marketing,Marketing Manager,Bachelor,Other,Divorced,Travel_Rarely,10961,15,10,5,10,14,5,Yes,3,3,4,1,4,3,9,No
EMP0565,52,Male,IT,IT Manager,Bachelor,Life Sciences,Single,Travel_Rarely,13111,11,12,9,11,15,5,Yes,1,4,4,3,4,3,26,No
EMP0566,47,Female,Marketing,Marketing Manager,Doctor,Technical Degree,Married,Travel_Frequently,8538,12,0,0,0,7,5,Yes,2,4,2,1,4,3,26,Yes
EMP0567,57,Male,Human Resources,HR Manager,College,Other,Married,Travel_Rarely,10883,24,16,1,15,23,5,Yes,3,2,4,4,1,3,4,No
EMP0568,40,Male,IT,IT Support,Bachelor,Marketing,Married,Travel_Rarely,3971,19,6,2,0,6,1,No,4,2,4,2,4,3,29,No
EMP0569,33,Female,Sales,Sales Manager,Master,Life Sciences,Divorced,Travel_Rarely,10741,19,1,0,0,8,3,No,3,1,3,3,4,3,20,No
EMP0570,45,Female,IT,Data Analyst,Master,Life Sciences,Married,Travel_Rarely,7089,22,7,7,7,14,4,Yes,1,4,3,3,1,4,1,Yes
EMP0571,57,Male,Research & Development,Manager,Bachelor,Marketing,Divorced,Non-Travel,10185,14,3,0,1,6,4,No,3,2,3,3,2,3,4,No
EMP0572,37,Female,Sales,Sales Executive,Bachelor,Marketing,Single,Travel_Rarely,7392,17,8,1,5,13,5,No,2,3,4,3,1,3,9,No
EMP0573,39,Male,Sales,Sales Representative,Bachelor,Life Sciences,Single,Travel_Rarely,4826,24,11,6,2,15,2,Yes,2,2,2,1,2,3,23,Yes
EMP0574,53,Male,Marketing,Marketing Executive,Doctor,Life Sciences,Single,Travel_Rarely,5287,24,6,2,1,11,4,No,4,1,3,2,3,3,23,No
EMP0575,29,Female,Sales,Sales Representative,Bachelor,Marketing,Married,Travel_Rarely,3252,13,1,1,1,5,5,No,4,1,4,4,1,4,25,No
EMP0576,30,Male,Human Resources,Recruiter,Master,Technical Degree,Divorced,Travel_Rarely,5122,18,7,4,0,12,3,No,3,3,1,2,1,3,8,No
EMP0577,25,Male,Human Resources,Recruiter,Bachelor,Technical Degree,Married,Non-Travel,4826,22,2,0,1,3,1,No,3,1,2,1,2,4,25,No
EMP0578,33,Male,Human Resources,HR Manager,Bachelor,Marketing,Married,Non-Travel,10140,13,10,3,0,13,6,Yes,3,3,1,3,1,3,27,No
EMP0579,49,Male,Finance,Accountant,Bachelor,Marketing,Single,Travel_Rarely,6243,16,17,7,2,23,4,No,1,1,1,4,1,3,24,Yes
EMP0580,49,Female,IT,IT Manager,Master,Other,Married,Travel_Rarely,12219,17,13,11,5,16,2,No,4,1,2,1,4,3,26,Yes
EMP0581,34,Male,Sales,Sales Representative,Doctor,Other,Married,Travel_Frequently,3986,18,10,5,3,13,4,No,1,2,2,1,2,3,15,No
EMP0582,30,Male,IT,Data Analyst,Below College,Medical,Single,Travel_Rarely,7522,22,4,4,2,7,5,Yes,4,4,4,2,1,3,12,Yes
EMP0583,36,Female,Research & Development,Laboratory Technician,Bachelor,Medical,Married,Travel_Rarely,3861,21,4,4,1,11,0,No,3,1,4,3,3,3,18,No
EMP0584,55,Female,Marketing,Content Specialist,Bachelor,Human Resources,Married,Travel_Rarely,5496,22,6,2,1,12,1,No,4,3,2,4,2,4,24,No
EMP0585,44,Female,Sales,Sales Representative,Below College,Human Resources,Single,Travel_Rarely,3959,17,6,0,2,13,0,No,3,4,3,4,3,4,16,No
EMP0586,29,Female,Research & Development,Laboratory Technician,Bachelor,Technical Degree,Single,Non-Travel,3274,16,0,0,0,4,3,No,4,2,2,2,3,3,18,No
EMP0587,28,Female,Sales,Sales Executive,Bachelor,Other,Single,Travel_Rarely,6618,13,5,5,4,7,6,No,1,4,4,2,3,3,15,Yes
EMP0588,22,Male,Sales,Sales Representative,Below College,Medical,Married,Travel_Rarely,3371,20,0,0,0,1,0,No,3,4,2,1,4,4,25,No
EMP0589,38,Male,Sales,Sales Manager,Bachelor,Medical,Married,Travel_Rarely,8944,18,4,4,2,7,0,No,4,1,4,3,2,4,17,No
EMP0590,40,Female,Finance,Accountant,Bachelor,Other,Married,Non-Travel,7151,23,16,13,7,20,2,No,1,3,4,3,1,3,16,No
EMP0591,37,Female,Sales,Sales Manager,Master,Human Resources,Married,Travel_Rarely,10290,23,3,0,3,4,4,No,3,1,3,3,1,3,8,No
EMP0592,22,Female,Sales,Sales Executive,College,Technical Degree,Single,Travel_Rarely,5573,24,0,0,0,1,2,Yes,1,1,2,2,1,4,2,No
EMP0593,46,Female,IT,Data Analyst,College,Medical,Married,Non-Travel,7667,13,2,2,1,6,2,No,3,1,1,4,4,3,13,Yes
EMP0594,40,Male,IT,Software Engineer,Master,Marketing,Married,Non-Travel,8480,24,13,4,2,17,7,No,1,3,3,2,2,3,7,No
EMP0595,23,Male,Finance,Financial Analyst,Master,Other,Divorced,Travel_Rarely,6581,19,0,0,0,5,0,No,2,1,3,4,1,3,24,No
EMP0596,39,Female,Research & Development,Manager,Bachelor,Other,Divorced,Travel_Rarely,13300,12,17,12,13,24,4,No,4,3,1,3,4,4,3,Yes
EMP0597,41,Male,Research & Development,Manager,Bachelor,Medical,Single,Non-Travel,10891,23,2,2,2,9,0,No,2,2,1,1,2,3,19,No
EMP0598,44,Male,Research & Development,Research Scientist,Master,Medical,Married,Travel_Rarely,8293,22,19,19,3,24,1,Yes,3,4,1,1,1,3,7,No
EMP0599,36,Male,Sales,Sales Representative,Bachelor,Marketing,Married,Travel_Frequently,2888,14,1,1,1,2,1,Yes,1,2,3,3,2,4,21,Yes
EMP0600,57,Female,Human Resources,HR Manager,College,Technical Degree,Married,Travel_Rarely,10807,12,12,9,4,17,0,No,3,1,2,3,3,3,11,Yes
EMP0601,26,Female,Marketing,Marketing Executive,College,Technical Degree,Single,Travel_Rarely,5099,23,1,1,1,2,5,No,3,1,4,2,3,4,11,Yes
EMP0602,57,Male,Sales,Sales Representative,Master,Marketing,Married,Travel_Frequently,4991,22,13,9,3,18,3,Yes,1,2,2,3,4,4,25,No
EMP0603,29,Male,IT,IT Manager,Master,Other,Married,Travel_Rarely,11468,21,6,2,6,10,3,Yes,3,1,4,1,2,3,26,No
EMP0604,36,Male,Finance,Financial Analyst,Bachelor,Life Sciences,Married,Non-Travel,6788,20,6,1,4,12,6,No,1,3,3,2,3,3,19,No
EMP0605,40,Male,Research & Development,Research Scientist,College,Life Sciences,Married,Travel_Rarely,9302,24,12,9,11,15,3,No,2,2,4,4,4,3,5,No
EMP0606,53,Male,Research & Development,Research Director,College,Life Sciences,Single,Travel_Rarely,11624,15,7,0,1,11,6,No,2,4,3,2,2,3,5,Yes
EMP0607,46,Male,Finance,Financial Analyst,Master,Human Resources,Divorced,Travel_Frequently,8385,15,20,20,5,21,4,No,4,4,3,2,2,3,15,Yes
EMP0608,44,Male,Research & Development,Research Scientist,Bachelor,Technical Degree,Married,Non-Travel,9236,22,21,3,20,28,2,Yes,3,4,1,1,3,4,4,Yes
EMP0609,52,Male,Sales,Sales Representative,Master,Technical Degree,Married,Travel_Frequently,4066,20,5,2,4,7,4,Yes,2,1,4,4,3,3,5,Yes
EMP0610,33,Female,Sales,Sales Executive,Doctor,Technical Degree,Married,Travel_Rarely,6800,19,2,0,2,6,1,No,1,4,2,2,2,3,24,No
EMP0611,27,Female,Research & Development,Research Director,Bachelor,Marketing,Divorced,Travel_Rarely,11006,11,3,0,1,10,2,No,2,1,4,3,2,4,15,Yes
EMP0612,25,Male,Sales,Sales Executive,Master,Medical,Divorced,Travel_Rarely,5229,24,0,0,0,3,6,No,4,3,4,2,4,3,12,Yes
EMP0613,52,Female,Finance,Financial Analyst,Bachelor,Life Sciences,Married,Travel_Frequently,6784,19,10,5,8,16,6,No,4,1,3,2,2,3,16,Yes
EMP0614,49,Male,Sales,Sales Executive,Bachelor,Human Resources,Single,Travel_Rarely,6914,12,5,3,4,7,4,No,4,4,1,1,2,4,12,Yes
EMP0615,44,Male,Finance,Financial Analyst,Bachelor,Human Resources,Divorced,Non-Travel,6599,18,12,10,0,12,6,No,2,3,3,1,1,3,15,No
EMP0616,22,Male,Research & Development,Research Director,Master,Technical Degree,Married,Travel_Rarely,14206,13,0,0,0,6,4,No,3,3,1,3,4,4,29,Yes
EMP0617,42,Male,Research & Development,Research Scientist,Bachelor,Life Sciences,Married,Travel_Rarely,9758,18,13,5,5,13,5,No,3,3,3,2,1,3,15,No
EMP0618,34,Male,Human Resources,Recruiter,Doctor,Other,Married,Travel_Rarely,4510,23,4,4,1,11,1,No,1,3,3,3,4,4,7,Yes
EMP0619,36,Female,Finance,Financial Analyst,Bachelor,Technical Degree,Single,Non-Travel,7463,18,3,1,2,8,7,No,1,3,2,3,1,3,18,Yes
EMP0620,41,Female,Finance,Financial Analyst,Master,Human Resources,Married,Travel_Rarely,7473,17,9,0,7,12,0,Yes,4,4,3,1,4,3,18,No
EMP0621,55,Male,Sales,Sales Executive,Bachelor,Medical,Single,Travel_Frequently,5084,24,1,0,0,3,2,No,2,2,3,1,2,3,16,Yes
EMP0622,33,Male,Research & Development,Manager,Bachelor,Technical Degree,Single,Non-Travel,12051,13,5,3,2,8,6,No,4,2,1,1,1,4,7,Yes
EMP0623,39,Male,IT,IT Support,Bachelor,Technical Degree,Divorced,Travel_Rarely,4562,16,3,2,2,8,5,Yes,1,2,4,1,1,3,3,No
EMP0624,39,Female,Research & Development,Manager,Bachelor,Human Resources,Single,Travel_Rarely,13741,16,11,1,1,13,4,No,3,2,1,1,4,3,22,No
EMP0625,36,Male,Finance,Finance Manager,Bachelor,Life Sciences,Married,Non-Travel,11880,19,9,2,6,12,3,No,3,4,4,2,1,3,6,No
EMP0626,22,Female,Sales,Sales Executive,Bachelor,Medical,Single,Travel_Rarely,4868,17,0,0,0,0,4,No,1,3,3,2,4,3,4,Yes
EMP0627,41,Male,Finance,Accountant,Bachelor,Marketing,Divorced,Travel_Rarely,6793,12,8,6,1,8,2,No,4,4,2,1,4,3,15,No
EMP0628,31,Male,IT,Software Engineer,Master,Life Sciences,Single,Travel_Frequently,7918,14,6,6,0,10,4,No,4,4,4,2,4,4,23,No
EMP0629,37,Male,Sales,Sales Representative,Bachelor,Other,Single,Travel_Rarely,3595,22,5,2,1,8,3,No,1,2,4,4,1,4,3,No
EMP0630,31,Male,Finance,Finance Manager,Doctor,Life Sciences,Divorced,Travel_Rarely,12228,12,3,0,1,7,6,Yes,1,4,3,2,1,3,4,No
EMP0631,53,Male,IT,IT Support,Master,Human Resources,Married,Travel_Frequently,4984,17,13,5,0,14,3,No,3,3,2,2,2,3,23,Yes
EMP0632,55,Male,Sales,Sales Manager,Bachelor,Other,Married,Travel_Rarely,11428,18,17,0,17,18,6,Yes,4,3,4,1,1,4,20,No
EMP0633,47,Male,IT,Data Analyst,Master,Human Resources,Married,Travel_Rarely,7898,11,24,3,6,25,0,No,4,2,1,4,1,4,15,No
EMP0634,41,Male,Sales,Sales Manager,Master,Other,Single,Travel_Rarely,10334,23,7,7,6,11,7,No,2,3,2,2,4,3,19,No
EMP0635,51,Male,Research & Development,Research Director,Bachelor,Other,Single,Travel_Rarely,14865,16,2,1,0,6,7,No,2,3,4,2,2,3,8,No
EMP0636,43,Male,Research & Development,Research Scientist,College,Marketing,Married,Travel_Rarely,8015,21,7,6,0,11,4,No,2,2,1,2,3,3,19,Yes
EMP0637,51,Male,Sales,Sales Manager,Bachelor,Life Sciences,Single,Non-Travel,11803,19,20,2,5,23,6,Yes,4,3,2,4,3,3,14,No
EMP0638,39,Female,Sales,Sales Manager,Master,Human Resources,Divorced,Non-Travel,9785,12,0,0,0,3,7,No,4,2,4,3,4,4,22,No
EMP0639,45,Female,Research & Development,Research Director,Doctor,Human Resources,Divorced,Travel_Rarely,13358,20,9,6,6,10,6,No,3,2,1,3,4,3,21,No
EMP0640,47,Male,IT,IT Support,Bachelor,Life Sciences,Married,Travel_Rarely,4716,23,5,2,3,8,4,No,2,1,1,1,3,3,2,Yes
EMP0641,30,Female,IT,Data Analyst,Bachelor,Human Resources,Married,Travel_Frequently,7100,19,3,0,0,5,2,No,1,3,2,4,2,3,27,No
EMP0642,28,Male,Sales,Sales Manager,Bachelor,Life Sciences,Married,Non-Travel,9942,12,5,1,5,6,4,Yes,4,3,1,2,2,4,29,No
EMP0643,47,Female,IT,IT Manager,Master,Human Resources,Married,Travel_Rarely,11875,21,2,1,1,6,7,No,2,1,2,3,2,3,13,No
EMP0644,40,Female,Research & Development,Research Director,Master,Life Sciences,Married,Travel_Frequently,16877,11,16,0,5,18,7,Yes,1,2,3,2,3,3,18,Yes
EMP0645,27,Male,Research & Development,Research Director,Below College,Medical,Single,Travel_Rarely,10679,13,1,0,1,5,7,Yes,4,3,1,4,3,3,15,Yes
EMP0646,47,Male,Research & Development,Research Scientist,Master,Technical Degree,Divorced,Travel_Rarely,11279,22,21,11,12,21,2,No,1,1,4,4,1,4,1,Yes
EMP0647,32,Male,IT,Data Analyst,Master,Marketing,Single,Travel_Frequently,7992,22,9,1,9,13,6,No,2,4,3,2,4,4,14,No
EMP0648,23,Female,Sales,Sales Manager,Bachelor,Medical,Single,Travel_Rarely,9377,14,0,0,0,7,5,No,4,4,1,4,4,3,7,No
EMP0649,39,Female,Sales,Sales Representative,Master,Marketing,Divorced,Travel_Frequently,5016,17,9,1,9,15,5,Yes,1,1,2,2,1,3,25,No
EMP0650,53,Female,Marketing,Content Specialist,Doctor,Marketing,Single,Non-Travel,5783,18,12,9,3,18,1,No,2,4,3,2,2,4,21,Yes
EMP0651,46,Female,Finance,Finance Manager,Doctor,Technical Degree,Single,Travel_Rarely,14237,12,22,11,0,22,1,No,1,4,2,1,4,3,27,Yes
EMP0652,56,Female,Finance,Finance Manager,Bachelor,Marketing,Married,Travel_Rarely,12144,13,24,22,8,24,5,Yes,4,4,3,4,3,3,15,No
EMP0653,33,Female,Research & Development,Laboratory Technician,Bachelor,Other,Divorced,Travel_Rarely,3957,12,4,2,3,8,1,Yes,4,3,3,1,4,3,17,No
EMP0654,29,Male,Research & Development,Research Director,College,Marketing,Single,Travel_Frequently,13532,17,6,1,2,6,3,No,1,2,3,4,1,4,20,Yes
EMP0655,34,Female,IT,IT Manager,Bachelor,Technical Degree,Divorced,Travel_Frequently,16236,21,11,7,4,16,6,No,4,2,3,1,2,4,1,Yes
EMP0656,45,Male,Sales,Sales Executive,Doctor,Human Resources,Divorced,Travel_Rarely,7059,11,11,11,7,11,6,Yes,2,2,3,3,1,3,8,No
EMP0657,29,Male,Sales,Sales Manager,Doctor,Other,Divorced,Travel_Rarely,12162,15,5,4,4,8,5,Yes,1,3,4,4,3,3,22,No
EMP0658,41,Female,Research & Development,Laboratory Technician,Master,Medical,Divorced,Travel_Rarely,4122,18,6,2,4,6,2,No,1,1,3,2,2,3,9,Yes
EMP0659,23,Male,Sales,Sales Manager,Doctor,Life Sciences,Divorced,Travel_Rarely,10439,22,1,1,1,7,5,No,3,2,3,2,4,3,16,No
EMP0660,24,Female,Research & Development,Manager,Master,Human Resources,Single,Travel_Rarely,10326,15,1,1,0,2,2,Yes,3,4,3,3,2,4,7,No
EMP0661,30,Male,IT,IT Manager,Master,Marketing,Divorced,Travel_Frequently,12415,21,6,5,2,9,0,Yes,2,2,2,2,1,3,6,Yes
EMP0662,43,Male,Research & Development,Research Director,Bachelor,Medical,Divorced,Non-Travel,13778,14,18,6,18,18,0,Yes,4,2,2,4,1,3,21,No
EMP0663,30,Male,Research & Development,Research Scientist,Bachelor,Life Sciences,Single,Travel_Rarely,6645,12,5,5,2,9,6,No,1,3,1,1,3,4,28,No
EMP0664,22,Male,Research & Development,Laboratory Technician,Master,Other,Divorced,Travel_Frequently,2857,14,0,0,0,2,2,No,2,3,4,3,2,4,6,Yes
EMP0665,40,Male,IT,Software Engineer,Bachelor,Other,Single,Travel_Frequently,7867,15,6,1,2,9,1,Yes,4,4,2,2,2,3,3,Yes
EMP0666,31,Female,Sales,Sales Representative,College,Other,Married,Travel_Rarely,3474,19,1,1,0,5,6,No,2,4,1,4,1,4,2,Yes
EMP0667,43,Male,Sales,Sales Representative,Bachelor,Other,Married,Travel_Frequently,5512,22,17,9,17,17,2,No,2,1,4,1,4,4,13,No
EMP0668,22,Female,Research & Development,Laboratory Technician,Bachelor,Human Resources,Married,Travel_Rarely,3000,24,0,0,0,7,0,No,2,3,1,2,1,3,22,No
EMP0669,29,Female,Human Resources,HR Manager,Doctor,Marketing,Single,Travel_Rarely,9887,21,7,4,6,11,5,No,4,4,1,1,1,3,26,No
EMP0670,30,Male,Marketing,Content Specialist,Bachelor,Life Sciences,Divorced,Travel_Rarely,3609,16,1,1,0,2,4,No,2,3,1,2,2,3,25,Yes
EMP0671,46,Male,Sales,Sales Executive,College,Life Sciences,Single,Travel_Rarely,6919,14,10,3,5,14,2,Yes,2,3,4,4,2,3,1,No
EMP0672,51,Male,Sales,Sales Executive,Master,Technical Degree,Single,Travel_Rarely,5384,24,0,0,0,7,6,No,4,3,3,4,1,4,2,No
EMP0673,43,Male,Finance,Financial Analyst,Bachelor,Technical Degree,Married,Travel_Rarely,6438,11,8,4,3,14,0,No,3,4,1,3,4,3,22,No
EMP0674,31,Male,Research & Development,Research Scientist,Master,Technical Degree,Single,Travel_Rarely,7426,11,9,4,9,10,0,No,3,2,3,3,4,3,4,No
EMP0675,29,Female,Finance,Financial Analyst,Below College,Technical Degree,Single,Travel_Rarely,6133,15,5,1,5,10,6,No,3,3,1,2,1,4,18,No
EMP0676,44,Male,Finance,Accountant,Master,Human Resources,Divorced,Travel_Frequently,4326,22,0,0,0,3,6,No,1,3,3,4,1,3,27,No
EMP0677,53,Female,Sales,Sales Executive,College,Medical,Married,Travel_Rarely,7050,11,4,0,3,4,3,Yes,3,2,1,2,2,3,20,No
EMP0678,55,Male,Sales,Sales Manager,Master,Life Sciences,Married,Non-Travel,13054,15,23,0,8,23,1,No,1,1,3,1,4,3,10,No
EMP0679,27,Female,Sales,Sales Manager,Master,Human Resources,Married,Travel_Rarely,8278,22,1,1,1,1,4,No,4,4,4,4,1,3,14,No
EMP0680,38,Female,Sales,Sales Executive,Bachelor,Technical Degree,Single,Non-Travel,5496,22,2,2,0,4,2,No,3,3,2,1,3,4,2,No
EMP0681,39,Male,Human Resources,HR Executive,College,Human Resources,Married,Travel_Rarely,6319,16,12,4,8,19,7,No,1,2,1,4,1,3,15,No
EMP0682,27,Male,Research & Development,Manager,Master,Other,Single,Travel_Frequently,11966,11,4,1,3,5,7,No,3,4,1,2,4,3,27,No
EMP0683,54,Male,Sales,Sales Representative,Bachelor,Technical Degree,Married,Travel_Rarely,5469,15,14,13,1,19,4,Yes,3,4,3,2,3,3,29,Yes
EMP0684,40,Male,IT,Software Engineer,Bachelor,Medical,Single,Travel_Rarely,7627,18,3,0,0,5,4,Yes,3,3,2,3,2,3,2,No
EMP0685,55,Male,IT,IT Manager,Master,Other,Divorced,Travel_Rarely,14095,14,1,1,1,7,2,No,1,1,2,4,3,4,29,Yes
EMP0686,45,Male,Sales,Sales Representative,Below College,Medical,Divorced,Travel_Frequently,6135,12,18,4,6,20,4,No,1,3,3,4,1,3,15,No
EMP0687,25,Female,Sales,Sales Executive,Master,Other,Divorced,Travel_Rarely,5407,24,0,0,0,0,5,No,1,4,1,1,1,3,26,Yes
EMP0688,26,Female,Sales,Sales Executive,Bachelor,Human Resources,Divorced,Travel_Rarely,6089,17,0,0,0,4,1,No,4,4,1,1,3,3,6,Yes
EMP0689,22,Female,Sales,Sales Executive,College,Marketing,Married,Travel_Rarely,6400,14,0,0,0,2,2,Yes,2,2,2,1,1,3,13,No
EMP0690,47,Female,Sales,Sales Manager,Master,Medical,Married,Non-Travel,14972,14,20,18,4,27,1,No,2,3,3,4,1,3,26,No
EMP0691,37,Female,Research & Development,Research Director,Master,Marketing,Single,Non-Travel,12937,16,6,3,0,13,5,No,4,4,4,2,1,3,25,No
EMP0692,50,Male,Finance,Accountant,Bachelor,Life Sciences,Married,Non-Travel,5907,19,7,5,0,10,2,Yes,4,4,2,2,1,4,8,Yes
EMP0693,34,Male,Research & Development,Manager,College,Human Resources,Married,Travel_Rarely,10534,19,3,3,2,6,1,No,1,4,3,1,1,3,13,No
EMP0694,53,Female,Finance,Financial Analyst,Master,Human Resources,Married,Travel_Rarely,6512,12,11,8,6,18,3,Yes,3,4,3,1,1,3,6,No
EMP0695,50,Male,IT,Software Engineer,Bachelor,Marketing,Married,Travel_Rarely,7379,19,9,7,0,15,4,Yes,1,4,2,2,4,4,6,No
EMP0696,43,Female,Research & Development,Manager,Doctor,Marketing,Married,Non-Travel,15967,22,21,13,14,24,1,No,2,2,4,1,1,4,8,Yes
EMP0697,39,Male,Sales,Sales Representative,College,Marketing,Single,Travel_Rarely,3669,21,2,1,2,3,7,No,4,2,4,2,3,3,26,No
EMP0698,26,Male,IT,Software Engineer,Master,Life Sciences,Single,Travel_Rarely,8376,15,3,3,3,3,1,Yes,3,2,2,1,4,3,15,Yes
EMP0699,26,Male,Human Resources,Recruiter,Below College,Life Sciences,Single,Non-Travel,4310,20,2,2,2,7,4,No,1,1,2,2,2,3,4,Yes
